YEAR,D,CREW,LOA,DRAFT,BMAX,DSPL,MAIN,GENOA,SYM,ASYM,GPH
1990,C,661,"12,200","2,110",3.76,8280.,46.6,43.4,97.0,0.0,627.3
2004,C,710,"11,160","2,076",3.59,6441.,39.8,43.0,90.0,0.0,615.9
2009,C,647,"10,660","2,205",3.64,5722.,41.7,29.5,94.9,0.0,626.4
2007,C,881,"13,150","2,216",4.25,11638.,58.6,44.7,0.0,130.4,599.6
1997,C,864,"12,870","1,993",3.97,10063.,44.4,50.9,0.0,0.0,656.3
1979,S,404,"7,800","1,437",2.52,1851.,19.1,14.8,42.8,0.0,724.0
2013,C,744,"11,300","1,997",3.76,7125.,47.1,36.2,103.1,105.7,593.0
2007,C,881,"13,150","2,216",4.25,11624.,65.0,36.5,0.0,0.0,597.8
1970,C,349,"7,800","1,442",2.55,2210.,15.6,15.0,0.0,0.0,800.7
1997,C,602,"10,300","1,749",3.31,5033.,28.1,27.5,0.0,0.0,733.6
2004,C,711,"11,160","2,354",3.59,6499.,41.0,45.8,91.9,0.0,612.1
1992,C,701,"11,500","2,018",3.70,6859.,36.5,53.8,102.9,0.0,617.2
1994,C,685,"11,120","1,953",3.49,6550.,37.9,38.2,75.6,0.0,643.5
2004,C,704,"11,345","2,323",3.47,6679.,47.2,41.7,92.3,0.0,605.1
1982,C,435,"8,630","1,734",2.86,3620.,20.3,26.3,52.5,0.0,731.8
1985,C,512,"10,000","1,788",2.99,2982.,33.5,30.3,74.6,0.0,621.4
2002,C,644,"10,640","2,226",3.46,5677.,39.4,40.9,87.4,80.2,622.2
2009,R,647,"10,300","2,004",3.33,3625.,42.9,27.7,0.0,130.9,592.5
2009,C,629,"9,990","2,251",3.30,4483.,39.1,28.6,77.9,105.4,613.1
1985,C,605,"10,900","1,865",3.54,5813.,40.5,26.9,72.6,0.0,653.1
2010,S,327,"6,600","1,521",2.48,1094.,19.1,11.3,0.0,45.2,712.7
1967,R,220,"6,355","1,054",1.71,644.,10.8,5.4,20.1,0.0,809.2
1986,C,453,"9,480","1,694",3.10,3910.,26.8,26.2,55.3,0.0,705.9
1980,S,371,"6,700","1,461",2.60,1536.,10.8,18.1,42.3,0.0,788.1
2005,C,956,"13,990","2,010",4.40,10647.,48.9,62.4,0.0,0.0,645.3
2005,C,616,"10,200","1,786",3.48,5380.,26.6,27.1,0.0,0.0,732.8
1971,C,411,"9,155","1,546",2.94,3228.,19.1,32.4,64.3,0.0,716.3
2000,C,979,"14,500","2,289",4.51,12075.,60.0,41.9,0.0,137.0,593.9
2004,C,711,"10,840","2,019",3.28,5913.,39.9,40.9,86.3,0.0,615.5
2004,C,863,"12,880","1,992",3.97,10052.,43.8,40.2,0.0,97.4,634.2
2003,C,695,"10,430","2,149",3.48,5944.,30.7,38.8,87.9,0.0,645.3
2006,C,1061,"14,990","2,419",4.37,14270.,69.2,72.3,162.9,0.0,561.7
2001,C,742,"11,900","2,464",3.80,8183.,45.6,48.8,99.5,0.0,609.2
2011,C,888,"12,380","2,418",3.91,8952.,57.8,48.1,138.0,0.0,568.0
2013,C,607,"9,140","2,496",3.71,2968.,28.0,26.3,0.0,73.7,634.0
2011,C,910,"13,290","2,346",4.05,9509.,61.7,48.6,0.0,160.8,555.3
1973,C,498,"9,450","1,529",3.15,4347.,21.6,26.9,55.8,0.0,728.4
1999,C,580,"9,510","1,861",3.02,6114.,26.7,18.8,0.0,0.0,768.8
1981,C,603,"10,500","1,672",2.40,4241.,36.8,32.9,77.3,0.0,649.6
2002,C,737,"12,130","2,013",3.90,7560.,38.1,42.2,0.0,77.4,636.6
2004,C,608,"10,350","1,744",3.41,5183.,34.0,23.2,0.0,79.0,661.6
1999,C,714,"11,250","1,945",3.59,7388.,41.4,41.7,95.3,0.0,628.5
1991,C,727,"11,200","2,138",3.23,3929.,37.2,31.8,74.4,0.0,605.1
1998,C,618,"10,350","1,848",3.51,5614.,27.6,20.8,0.0,59.2,735.1
2011,C,830,"12,200","2,202",3.88,8003.,54.3,39.9,129.7,0.0,570.7
2010,C,776,"12,350","2,013",3.98,8731.,44.3,31.8,0.0,0.0,683.3
2003,C,616,"10,340","1,946",3.48,5199.,33.3,32.7,76.1,72.4,650.8
2001,C,807,"11,990","2,185",3.79,7877.,44.7,50.9,99.7,0.0,609.3
2006,C,976,"12,180","3,025",4.41,5590.,72.5,47.0,0.0,192.9,520.6
1985,C,707,"11,600","2,006",3.45,6259.,37.7,41.5,88.5,0.0,622.4
2007,C,694,"10,940","1,937",3.59,5698.,31.0,32.8,0.0,66.6,656.0
1995,C,814,"12,190","2,161",3.67,6817.,44.7,45.8,0.0,148.3,584.0
2009,C,1135,"14,030","2,419",4.48,17646.,55.2,49.5,0.0,0.0,654.5
1979,C,355,"7,810","1,484",2.68,2258.,15.0,15.2,33.5,0.0,784.7
2000,C,684,"10,970","1,981",3.52,6484.,42.8,44.0,97.0,0.0,616.7
2001,C,600,"10,350","1,624",3.41,5263.,33.5,40.3,0.0,82.4,650.4
2005,C,755,"11,250","2,022",3.75,7446.,41.8,26.3,0.0,104.0,639.0
1972,C,471,"9,600","1,558",3.03,4268.,19.5,25.0,55.4,0.0,750.1
1973,C,828,"14,080","2,276",4.17,12284.,42.4,86.8,156.7,0.0,603.6
1985,C,661,"10,900","1,940",3.27,5129.,41.4,27.3,67.4,51.6,645.6
1998,C,728,"11,990","1,954",4.01,8401.,36.7,44.5,95.9,0.0,640.8
2004,C,716,"10,790","2,030",3.28,6153.,42.7,41.5,106.5,84.3,606.5
2001,C,954,"13,830","2,853",3.89,10368.,71.8,55.8,150.7,152.7,539.7
1986,C,615,"10,980","1,871",3.52,5677.,42.1,41.2,76.5,0.0,630.2
2013,C,805,"11,990","2,097",3.99,8140.,42.3,32.2,0.0,113.8,622.6
2002,C,644,"11,000","2,226",3.46,5677.,40.6,41.3,83.2,0.0,621.3
2004,C,712,"11,350","2,039",3.47,7009.,44.6,32.9,92.8,0.0,616.8
2011,C,748,"11,580","2,114",3.67,7098.,49.0,37.6,121.7,122.0,581.6
1978,S,404,"7,770","1,437",2.52,1851.,19.2,14.8,42.8,0.0,724.9
2011,C,857,"11,450","2,035",4.36,10595.,50.5,47.5,110.6,0.0,615.5
2003,C,821,"12,460","2,171",3.76,7862.,53.9,37.4,138.7,0.0,580.4
2004,C,973,"14,050","1,818",4.34,11019.,50.6,63.5,144.5,0.0,588.7
1980,C,567,"10,600","1,853",3.28,6036.,23.2,40.4,61.3,0.0,697.6
2005,C,748,"11,250","2,007",3.75,7068.,44.7,45.6,0.0,98.4,615.5
2010,C,801,"11,980","2,089",3.99,7966.,47.0,35.7,0.0,132.0,608.9
2008,C,631,"10,360","1,915",3.38,5497.,39.3,28.3,78.3,66.5,637.5
1999,C,615,"10,850","1,841",3.51,5485.,23.2,26.6,0.0,0.0,773.1
1978,S,404,"7,800","1,437",2.52,1851.,19.2,14.8,42.8,0.0,725.0
2010,C,1063,"14,850","2,324",4.76,14088.,62.7,47.4,0.0,149.8,587.7
2007,C,752,"11,820","1,790",3.93,7637.,42.4,40.9,0.0,0.0,658.5
1992,R,555,"9,440","2,131",3.04,2196.,36.4,20.2,0.0,94.0,583.0
2002,C,640,"10,640","2,218",3.46,5501.,41.3,42.4,88.5,0.0,617.3
2002,C,644,"10,640","2,226",3.46,5677.,36.8,37.4,0.0,0.0,658.0
1983,C,625,"11,650","2,028",3.57,6598.,40.0,36.8,69.2,0.0,646.7
2002,C,610,"10,250","1,865",3.25,4947.,33.9,33.9,71.2,0.0,648.6
2012,S,320,"7,048","1,629",2.49,1063.,21.1,12.6,0.0,43.3,665.2
1998,C,579,"9,490","1,921",3.22,3626.,26.1,25.8,60.0,0.0,668.4
1985,C,512,"10,000","1,788",2.99,2982.,33.5,30.3,74.6,0.0,621.4
2007,C,711,"11,160","2,077",3.59,6467.,40.0,43.6,92.0,78.0,615.3
2004,C,1055,"15,260","2,982",4.29,13339.,79.1,81.8,170.5,171.5,533.5
2012,C,784,"11,990","1,959",4.04,8048.,55.3,30.9,0.0,125.7,587.9
2003,C,717,"11,100","2,076",3.63,6433.,41.3,31.4,92.9,0.0,625.4
0,C,680,"10,960","1,564",3.61,5699.,30.2,31.4,0.0,0.0,691.1
1980,C,745,"12,580","2,368",2.91,8972.,52.5,50.7,100.4,0.0,602.1
2001,C,758,"12,060","2,074",3.89,7583.,43.8,39.9,0.0,0.0,640.1
2001,C,668,"10,600","2,346",3.54,5026.,37.1,30.9,0.0,109.4,601.9
2016,C,956,"13,668","2,193",4.49,10809.,49.0,75.5,0.0,0.0,609.0
1989,C,1032,"15,000","2,077",4.81,16869.,57.0,75.8,153.1,153.9,591.6
2003,C,821,"12,460","2,171",3.76,7856.,53.4,53.4,124.5,101.1,581.2
1996,C,680,"12,800","1,576",3.96,8198.,35.8,47.8,0.0,96.5,658.7
1977,C,496,"9,500","1,684",3.29,4944.,20.9,36.6,72.5,0.0,705.6
1980,C,349,"6,800","1,433",2.58,1460.,15.2,12.0,38.4,0.0,768.4
2004,C,711,"11,160","2,077",3.59,6467.,41.3,43.1,89.5,0.0,615.7
1999,C,602,"10,000","1,582",3.36,4428.,28.3,25.6,0.0,69.5,696.7
2001,C,630,"10,750","2,119",3.52,4823.,37.6,32.4,0.0,108.5,615.2
1997,C,735,"11,990","2,411",3.77,7011.,48.3,34.7,102.8,0.0,602.3
2007,C,672,"10,590","1,875",3.55,6363.,32.8,37.4,86.9,0.0,638.2
2002,C,616,"10,280","1,946",3.48,5199.,34.6,34.0,80.4,68.1,644.0
2008,C,793,"12,240","2,482",3.90,7797.,55.9,39.6,132.0,0.0,565.9
2011,C,826,"11,000","2,000",3.88,7871.,39.9,26.4,0.0,103.6,621.6
2010,C,777,"11,940","2,014",3.98,8766.,47.3,32.4,0.0,0.0,628.3
1979,S,397,"7,798","1,431",2.52,1780.,19.1,14.4,0.0,48.6,718.9
2012,S,340,"6,910","1,382",2.25,811.,16.0,10.0,0.0,45.6,673.3
1998,C,583,"9,850","1,929",3.22,3750.,26.4,30.8,60.6,0.0,664.1
2001,C,809,"11,990","2,190",3.79,8002.,41.7,44.4,100.8,0.0,618.8
2001,C,745,"11,900","2,468",3.80,8273.,48.9,48.9,100.4,0.0,605.4
1997,C,735,"11,990","2,411",3.77,7011.,49.4,37.5,102.7,102.0,597.5
1995,S,350,"8,032","1,501",2.49,1438.,21.5,14.0,0.0,65.0,661.5
1995,C,821,"13,253","2,195",3.90,10014.,55.8,69.0,0.0,0.0,602.3
2004,C,779,"11,930","1,874",3.97,8340.,39.9,42.8,0.0,95.7,636.6
2005,C,755,"11,250","2,022",3.75,7446.,45.8,27.1,0.0,86.2,616.9
1978,S,404,"7,800","1,437",2.52,1851.,19.2,14.8,42.8,0.0,725.0
2005,C,720,"11,350","2,045",3.47,7130.,44.6,34.7,96.1,77.6,619.3
2005,C,674,"10,810","1,723",3.66,6663.,29.9,30.9,0.0,72.9,677.5
2004,C,689,"11,200","1,950",3.80,6912.,34.3,35.9,82.2,0.0,658.2
2006,C,906,"13,680","2,051",4.30,11032.,47.6,58.2,0.0,123.9,607.6
2008,C,670,"10,480","1,869",3.55,6249.,34.6,25.3,0.0,0.0,702.8
1983,C,689,"11,800","1,830",3.02,5016.,39.5,37.0,81.3,0.0,614.9
2008,C,597,"9,300","1,509",3.23,4568.,23.9,23.6,58.2,0.0,703.1
2010,C,462,"9,420","1,767",3.18,4432.,26.0,24.4,0.0,65.2,712.8
2009,C,782,"11,900","2,067",3.98,8896.,36.2,42.8,0.0,0.0,672.2
1998,C,581,"9,850","1,926",3.22,3701.,26.4,29.0,62.2,0.0,664.3
1979,S,404,"7,770","1,437",2.52,1851.,19.2,14.8,42.8,0.0,724.9
2015,C,613,"9,970","1,840",3.43,5422.,33.6,25.6,0.0,74.7,674.6
1994,C,601,"10,060","1,804",3.28,4252.,36.0,27.6,68.2,0.0,646.0
1998,C,581,"9,850","1,926",3.22,3701.,26.6,31.9,61.6,0.0,660.6
1997,C,620,"10,960","1,950",3.78,6292.,30.2,37.0,0.0,67.9,669.5
1998,C,615,"10,025","1,911",3.43,4953.,33.1,23.9,80.4,90.2,657.0
2006,C,735,"11,250","1,976",3.75,6436.,43.5,28.4,0.0,93.3,622.8
1996,C,586,"9,640","1,745",3.34,4951.,21.4,24.6,63.9,0.0,723.9
2007,C,633,"10,360","1,917",3.38,5541.,40.9,27.7,83.0,0.0,636.0
2010,C,909,"13,290","2,694",4.05,9601.,65.6,49.3,173.4,150.2,542.1
1992,S,375,"7,509","1,522",2.49,821.,22.3,12.1,0.0,56.2,624.9
2005,C,738,"11,240","1,982",3.75,6551.,42.4,41.0,90.2,82.1,618.6
2003,C,711,"11,330","2,354",3.59,6499.,38.8,42.0,89.3,0.0,618.6
2009,C,668,"10,600","2,133",3.54,5066.,38.1,29.9,0.0,117.3,593.8
1977,S,400,"7,318","1,224",2.69,1271.,16.0,18.8,35.3,0.0,718.9
2006,C,906,"13,680","2,051",4.30,11032.,45.8,58.4,0.0,122.0,611.5
1976,C,518,"9,950","1,744",2.44,3172.,25.4,19.6,0.0,51.0,688.0
1997,C,515,"8,750","1,606",3.02,3435.,28.0,25.9,54.4,0.0,681.5
1998,C,579,"9,850","1,921",3.22,3626.,26.4,28.7,56.8,0.0,665.2
1998,C,842,"12,870","1,963",3.97,9152.,47.4,52.3,0.0,0.0,642.5
2000,C,745,"12,100","2,403",3.78,6381.,50.5,37.4,109.1,101.3,586.2
1976,C,298,"6,550","1,411",2.42,1416.,13.5,13.8,26.4,0.0,824.8
2003,C,871,"13,370","2,623",3.97,9484.,63.5,46.9,124.0,0.0,571.9
2005,C,784,"11,990","1,959",4.04,8048.,55.1,31.6,0.0,120.5,606.6
1998,C,581,"9,850","1,927",3.22,3713.,26.3,30.5,61.9,0.0,664.7
2003,C,1670,"19,200","3,631",4.95,21128.,98.2,91.6,0.0,326.9,479.5
2001,C,809,"11,990","2,190",3.79,8002.,41.7,43.8,100.9,97.1,617.8
2003,C,713,"11,100","2,069",3.63,6292.,43.4,28.4,0.0,109.2,621.8
2005,C,536,"10,320","1,872",3.45,6189.,33.2,27.5,71.9,78.2,689.0
2007,C,670,"10,500","1,869",3.55,6249.,36.7,30.5,0.0,72.8,655.4
2008,C,536,"10,320","1,872",3.45,6189.,32.4,27.1,0.0,0.0,732.8
2004,C,941,"13,580","2,337",4.26,11244.,50.2,59.3,0.0,114.9,581.2
2011,C,777,"11,990","2,014",3.98,8767.,38.5,30.2,0.0,0.0,703.9
2001,C,741,"15,200","2,462",3.80,8140.,45.9,33.9,98.3,0.0,622.1
2004,C,709,"10,790","2,017",3.28,5859.,41.7,39.1,86.8,0.0,613.7
1984,C,410,"8,300","1,550",2.90,2981.,22.2,22.0,42.9,0.0,746.7
1998,C,601,"10,350","1,355",3.48,4010.,26.9,31.9,65.8,0.0,674.7
1986,C,527,"9,810","1,742",3.24,4499.,30.8,29.7,60.5,0.0,689.7
2007,C,883,"13,150","2,213",4.25,11600.,60.4,37.3,0.0,126.1,599.1
1983,C,605,"11,000","1,866",3.31,5419.,33.0,36.8,82.8,0.0,654.3
2006,C,790,"12,080","2,491",3.84,8754.,51.7,40.9,0.0,112.1,596.2
1999,C,587,"9,300","1,989",3.21,3111.,33.2,20.2,0.0,66.6,632.9
1985,C,516,"9,460","1,737",3.24,4273.,26.2,25.8,58.3,0.0,705.2
1995,S,350,"8,032","1,501",2.49,1438.,21.5,14.0,0.0,65.0,661.5
2006,C,540,"10,280","1,866",3.45,6164.,36.4,41.5,0.0,119.1,661.4
2011,C,881,"13,150","2,216",4.25,11624.,60.6,38.1,0.0,171.2,583.4
1986,C,527,"9,500","1,744",3.24,4515.,33.3,30.8,60.9,0.0,677.8
1983,C,364,"7,820","1,772",2.77,1719.,19.5,16.6,50.2,50.2,697.2
2013,C,731,"11,290","2,175",3.76,6660.,47.5,34.8,105.2,0.0,601.0
2002,C,738,"11,990","2,015",3.90,7593.,30.1,36.8,0.0,0.0,699.7
1997,S,400,"7,515","1,590",2.57,1232.,21.2,12.9,44.6,0.0,659.3
1999,C,694,"11,000","1,941",3.75,5808.,37.9,31.2,0.0,0.0,668.4
1999,C,596,"9,540","1,506",3.23,4534.,26.8,23.0,65.0,67.7,688.1
1995,S,350,"8,032","1,501",2.49,1438.,21.5,14.0,0.0,65.0,661.5
1998,C,585,"9,850","1,936",3.22,3845.,25.5,29.2,60.9,0.0,669.3
2004,C,584,"9,980","1,991",3.37,4462.,32.7,24.3,0.0,95.4,642.4
2006,C,424,"8,250","1,632",2.85,3600.,24.7,16.5,0.0,51.4,749.5
2005,C,780,"11,930","1,876",3.97,8392.,38.6,40.8,98.5,0.0,626.6
2009,C,670,"10,600","2,344",3.54,5001.,39.1,31.1,0.0,110.2,598.3
2012,S,340,"6,910","1,382",2.25,811.,16.0,10.0,0.0,45.6,673.3
2005,C,624,"10,590","2,164",3.59,4642.,38.4,28.0,0.0,95.5,608.5
2001,C,675,"11,000","1,944",3.61,5464.,29.9,36.6,79.5,0.0,646.6
1997,S,387,"7,515","1,590",2.57,1232.,21.2,12.9,0.0,43.8,664.3
1982,C,689,"11,750","2,194",3.89,8484.,34.9,28.6,99.1,93.9,662.4
2002,C,680,"10,960","1,563",3.61,5691.,30.3,29.1,0.0,78.3,659.8
1983,C,509,"9,450","1,650",3.00,4593.,32.6,27.3,0.0,62.3,684.8
1989,C,640,"10,780","2,049",3.72,6432.,31.4,36.7,75.9,0.0,673.6
2005,C,1062,"15,220","2,669",4.29,13231.,77.9,60.4,0.0,176.5,536.4
2006,C,799,"12,112","2,184",3.85,8500.,48.0,50.9,108.7,0.0,598.2
2006,C,845,"7,090","2,118",4.15,8754.,35.3,32.3,0.0,92.0,640.5
1998,C,559,"9,400","1,624",3.06,4019.,30.5,21.4,0.0,50.6,681.1
2003,C,821,"12,460","2,171",3.76,7856.,53.9,36.0,103.9,0.0,597.2
2002,C,644,"10,640","2,226",3.46,5677.,40.9,42.2,84.9,0.0,619.9
2005,C,640,"10,600","2,173",3.25,4487.,42.8,33.0,92.2,0.0,602.6
1997,C,476,"8,950","1,690",2.79,2800.,24.7,18.6,0.0,49.8,691.7
2007,C,750,"12,150","1,789",3.93,7737.,39.2,38.7,95.4,84.0,635.9
1994,C,524,"9,140","1,841",3.04,2956.,28.2,19.3,0.0,85.2,645.6
2012,C,699,"10,990","2,184",3.62,6082.,42.4,30.6,90.3,108.1,611.2
2002,C,641,"10,680","2,221",3.46,5570.,40.8,41.0,83.5,0.0,620.1
2003,C,818,"12,460","2,166",3.76,7727.,54.0,48.8,117.3,88.7,584.2
2003,C,624,"9,990","2,053",3.29,4451.,27.5,33.1,0.0,0.0,681.8
1998,C,771,"10,700","2,071",3.75,4790.,38.2,28.0,103.0,0.0,616.6
1998,C,585,"9,850","1,935",3.22,3839.,25.9,30.3,60.3,0.0,667.0
2007,R,561,"10,670","2,205",2.27,2398.,33.6,23.7,0.0,104.3,563.6
1980,C,560,"11,100","2,034",3.23,5030.,35.0,21.4,80.7,66.0,649.5
2004,C,695,"10,750","2,149",3.48,5944.,32.0,40.7,80.5,0.0,642.6
2000,C,597,"9,600","1,826",2.77,3525.,27.0,23.3,65.9,0.0,660.7
2003,C,616,"10,340","1,946",3.48,5199.,35.8,36.5,79.2,72.5,635.7
2011,C,888,"12,400","2,418",3.91,8952.,51.8,39.7,0.0,127.2,597.0
2005,C,585,"9,980","1,993",3.37,4494.,32.9,34.2,84.7,85.1,630.2
2009,C,785,"11,980","1,820",3.98,8108.,40.9,46.8,0.0,111.6,630.8
2010,C,1022,"14,000","2,398",3.94,14766.,64.9,65.3,138.0,167.8,581.0
2011,C,782,"11,820","2,540",3.69,8092.,51.2,38.7,0.0,140.5,593.4
2011,C,789,"12,350","2,267",3.94,9145.,55.1,36.9,108.3,0.0,608.4
2007,C,762,"11,300","1,966",3.43,6466.,44.0,34.4,0.0,105.3,610.4
2007,C,788,"12,350","2,495",3.65,6805.,54.8,46.1,129.3,0.0,564.9
2007,C,881,"13,150","2,216",4.25,11624.,64.7,45.7,0.0,126.1,576.9
2008,C,637,"10,590","2,180",3.59,4921.,41.1,29.8,0.0,121.6,591.6
2007,C,589,"9,800","1,915",3.49,3770.,30.7,26.4,0.0,74.6,635.9
2008,C,784,"12,010","1,959",4.04,8048.,55.7,49.2,0.0,101.6,597.0
2007,C,804,"11,990","1,995",4.04,8942.,50.9,44.7,0.0,109.2,611.9
2001,C,670,"10,950","2,107",3.71,6799.,40.2,41.0,83.9,83.5,639.7
2009,C,693,"10,600","2,123",3.54,5242.,39.4,30.0,0.0,96.6,609.8
2008,C,789,"12,240","2,519",3.90,7654.,53.3,41.6,0.0,155.7,567.2
1991,R,350,"10,300","1,708",2.53,1669.,29.4,14.0,74.3,0.0,600.0
2014,C,630,"9,990","1,826",3.55,5201.,30.8,21.9,0.0,0.0,671.4
2018,C,799,"11,510","2,058",3.99,6850.,33.3,32.9,0.0,0.0,633.9
2007,C,589,"9,790","1,915",3.49,3770.,30.7,28.5,0.0,81.2,632.0
2012,C,170,"11,950","2,314",3.88,6956.,51.8,38.9,0.0,140.6,574.4
2004,C,773,"12,190","2,373",3.76,7460.,51.2,45.0,106.2,105.4,592.1
2012,C,1037,"13,500","2,187",4.48,10367.,56.2,47.6,0.0,138.2,586.7
2019,C,872,"11,990","2,144",4.20,8013.,44.5,43.2,0.0,0.0,597.4
1981,S,404,"7,800","1,437",2.52,1851.,19.2,14.8,42.8,0.0,725.0
1987,C,533,"10,000","1,689",3.32,4635.,29.6,38.9,98.6,0.0,653.0
2007,C,816,"12,570","2,100",4.17,8823.,35.3,45.6,0.0,0.0,666.2
1992,S,375,"7,509","1,522",2.49,821.,22.3,12.1,0.0,56.2,624.9
2006,C,778,"12,190","2,221",3.64,7016.,48.1,39.0,0.0,143.4,575.9
2007,C,589,"9,790","1,915",3.49,3770.,31.1,25.7,0.0,82.5,626.9
1997,C,734,"11,990","2,409",3.77,6982.,48.7,52.9,108.6,87.6,587.9
2016,R,1168,"15,240","3,460",4.19,8200.,92.7,66.5,0.0,236.4,464.2
1981,R,665,"12,250","2,140",4.35,7774.,59.3,45.8,97.9,0.0,604.8
2000,C,977,"14,500","2,286",4.51,11997.,59.2,56.8,136.1,0.0,585.4
1998,C,585,"9,850","1,935",3.22,3839.,25.5,31.3,60.6,0.0,667.3
1999,C,714,"11,250","1,945",3.59,7388.,42.0,47.5,94.3,0.0,623.6
2005,C,611,"10,050","1,761",2.81,3187.,29.0,17.4,0.0,79.1,636.4
2004,C,857,"13,410","2,035",4.36,10595.,39.7,55.5,0.0,0.0,672.3
2009,C,714,"11,100","2,227",3.27,4600.,38.9,34.5,0.0,152.1,566.4
1998,C,661,"11,000","2,248",3.47,5477.,39.8,42.1,80.1,79.2,618.3
1980,C,531,"10,100","1,750",3.26,4989.,27.1,31.7,65.8,0.0,696.2
2007,C,170,"13,150","2,216",4.25,11638.,60.6,38.1,0.0,0.0,600.1
1978,S,404,"7,800","1,437",2.52,1851.,19.2,14.8,42.8,0.0,725.0
1981,C,507,"9,990","1,892",3.35,3896.,37.3,31.7,60.2,0.0,647.6
2004,C,610,"10,350","1,745",3.41,5213.,34.1,28.8,0.0,74.2,656.9
1978,C,354,"7,800","1,477",2.76,2400.,14.9,17.5,42.0,0.0,773.3
2014,C,902,"13,512","2,174",4.37,10057.,59.4,41.9,0.0,128.1,579.5
2006,C,934,"13,634","2,164",4.31,12000.,61.4,91.5,0.0,154.2,563.3
2011,C,865,"13,340","2,211",4.24,10125.,48.8,40.1,0.0,0.0,645.7
2005,C,711,"10,790","2,020",3.28,5919.,43.0,40.0,86.3,0.0,609.3
2004,C,782,"12,140","1,879",3.97,8474.,38.5,45.6,0.0,98.7,639.0
1993,C,616,"10,250","1,784",3.48,5355.,30.0,26.8,69.5,0.0,679.1
1997,C,739,"11,924","2,410",3.77,6971.,48.3,52.8,102.2,0.0,590.0
1977,C,563,"9,860","1,619",2.62,3403.,23.9,20.9,60.8,0.0,676.2
2015,S,425,"8,520","1,712",2.79,1318.,27.5,19.5,0.0,79.5,595.5
2001,C,598,"10,350","1,785",3.41,5141.,36.3,36.6,82.6,65.1,644.8
1991,C,422,"7,490","1,465",2.77,2113.,21.6,17.6,50.4,0.0,708.3
2018,C,834,"11,950","2,398",3.88,8650.,49.5,34.6,0.0,134.3,597.1
2012,S,340,"6,910","1,382",2.25,811.,16.0,10.0,0.0,45.6,673.3
2017,C,694,"12,628","2,018",4.29,4926.,45.1,33.8,0.0,0.0,583.6
2007,C,687,"11,200","1,952",3.80,6887.,36.3,39.2,82.4,0.0,650.6
1997,C,736,"11,924","2,413",3.77,7058.,49.3,52.9,102.7,0.0,593.0
1978,S,404,"7,770","1,437",2.52,1851.,19.2,14.8,42.8,0.0,724.9
1979,S,365,"8,500","1,722",2.97,1492.,23.3,19.4,40.4,0.0,663.2
1987,C,858,"12,790","2,204",3.75,4188.,54.2,46.2,105.1,0.0,530.0
1978,C,349,"7,800","1,453",2.76,2171.,15.7,19.2,38.7,0.0,762.2
2014,C,645,"11,000","1,998",3.43,5110.,37.1,33.6,0.0,108.2,617.5
2012,C,741,"11,293","2,001",3.76,7078.,42.6,33.5,0.0,108.2,619.2
1998,C,860,"12,870","1,987",3.97,9912.,40.5,43.1,114.7,0.0,634.7
1978,C,536,"9,850","1,746",3.08,4311.,26.8,28.7,63.6,0.0,687.8
2004,C,895,"15,575","1,914",4.50,18527.,49.9,71.0,0.0,132.3,659.6
1990,C,869,"13,720","2,477",4.20,10710.,59.9,52.3,109.4,0.0,586.1
2003,C,692,"10,430","2,148",3.48,5881.,32.1,39.3,85.0,88.0,642.1
1999,C,724,"11,110","2,010",3.37,5337.,41.1,30.5,103.0,70.9,609.8
2005,C,753,"11,250","2,016",3.75,7322.,42.6,26.9,91.8,0.0,638.0
2007,C,871,"11,990","1,796",4.22,6844.,44.5,42.5,0.0,123.3,599.5
2007,C,546,"9,550","1,702",3.30,3925.,29.7,22.0,0.0,88.5,642.1
2002,C,655,"10,220","1,869",3.22,4747.,32.4,31.4,75.6,0.0,637.9
2012,C,593,"9,750","1,875",3.43,5276.,27.9,22.0,0.0,76.6,703.2
1980,C,560,"11,100","2,031",3.23,4992.,35.9,36.6,74.8,70.3,634.9
1998,C,583,"9,850","1,929",3.22,3757.,26.4,30.8,63.0,0.0,662.7
2001,C,641,"10,640","2,221",3.46,5570.,39.2,43.1,82.3,0.0,621.0
2000,C,726,"11,100","2,014",3.37,5398.,42.2,30.2,87.4,77.3,614.1
1981,C,408,"8,271","1,543",2.90,2902.,21.9,20.2,38.5,35.2,751.1
2005,C,583,"9,990","1,989",3.37,4427.,36.0,36.1,0.0,102.3,622.9
2005,C,620,"10,580","2,159",3.59,4545.,38.7,30.3,0.0,123.8,593.7
2002,C,734,"11,990","2,009",3.90,7454.,39.7,39.6,89.0,71.3,632.3
1997,C,731,"11,990","2,405",3.77,6891.,49.2,51.1,102.3,0.0,590.3
1968,C,434,"8,640","1,726",2.86,3577.,20.4,27.0,51.6,0.0,729.5
2009,C,635,"10,450","1,905",3.60,5872.,34.4,26.5,0.0,76.5,668.8
1973,C,496,"9,500","1,522",3.15,4253.,22.6,19.3,57.8,0.0,739.6
1983,C,449,"9,350","1,723",2.83,3800.,26.0,17.8,55.2,0.0,720.9
2008,C,800,"12,240","2,492",3.90,8053.,52.1,38.8,0.0,129.8,589.3
1998,C,612,"10,450","1,906",3.43,4860.,33.4,32.7,81.5,65.5,649.7
2001,C,673,"10,960","1,940",3.61,5384.,29.9,34.8,0.0,0.0,681.7
2002,C,670,"10,950","2,107",3.71,6799.,38.8,37.4,76.7,80.1,646.2
