YEAR,D,CREW,LOA,DRAFT,BMAX,DSPL,MAIN,GENOA,SYM,ASYM,GPH
2011,S,453,"7,900","1,885",2.55,1019.,23.7,16.0,0.0,72.2,602.3
1968,C,223,"5,180",0.931,2.33,638.,7.5,8.9,0.0,0.0,927.7
1975,C,497,"9,530","1,812",3.18,4583.,18.6,29.8,72.3,0.0,720.3
2002,C,641,"10,680","2,221",3.46,5570.,39.6,41.3,82.6,0.0,621.3
1998,C,170,"9,850","1,929",3.22,3750.,26.4,29.9,61.4,0.0,676.6
1995,S,350,"8,032","1,501",2.49,1438.,21.5,14.0,0.0,65.0,661.5
1985,C,512,"10,000","1,788",2.99,2982.,33.5,30.3,74.6,0.0,621.4
2009,C,579,"9,250","1,920",3.20,4120.,31.1,24.1,0.0,85.0,650.7
2002,C,670,"10,950","2,107",3.71,6799.,36.7,33.5,76.0,76.5,670.5
1981,C,766,"12,800","2,242",3.96,9950.,38.1,61.6,125.5,0.0,621.7
2007,C,589,"9,550","1,784",3.30,5236.,29.1,24.6,0.0,73.9,684.4
2002,C,670,"11,400","2,107",3.71,6799.,39.0,38.2,81.1,0.0,645.6
2011,C,866,"12,400","2,128",3.91,8404.,53.6,38.1,122.2,123.6,581.8
2013,C,733,"11,280","2,089",3.80,6850.,50.0,35.2,0.0,131.3,579.7
2008,C,876,"12,830","2,008",4.11,9144.,40.9,45.7,0.0,0.0,624.3
2002,C,509,"9,450","1,712",3.20,4015.,28.0,29.9,59.7,0.0,682.2
2002,C,670,"10,950","2,107",3.71,6799.,36.3,37.3,81.2,0.0,651.9
2005,C,614,"10,210","1,780",3.48,5276.,29.7,30.3,64.5,65.1,664.3
2007,C,663,"10,510","1,982",3.50,5783.,41.0,34.8,100.4,81.7,622.5
2013,C,744,"11,290","1,997",3.76,7125.,49.0,37.6,117.5,90.4,601.7
1981,C,570,"10,550","1,905",3.22,5238.,35.1,30.9,67.4,64.0,672.3
2011,C,773,"11,990","2,009",3.98,8630.,42.9,33.0,0.0,0.0,682.6
2009,C,270,"5,550","1,500",2.38,500.,15.3,8.6,0.0,32.6,715.2
1996,C,612,"9,800","2,088",3.33,4503.,31.0,33.8,65.7,0.0,654.3
2004,C,852,"13,280","2,283",3.46,2641.,59.5,42.3,0.0,113.8,492.5
2005,C,778,"11,930","1,872",3.97,8299.,43.3,47.4,97.5,0.0,624.6
2006,C,672,"10,530","1,717",3.66,6546.,26.9,33.4,78.8,0.0,678.7
2005,C,617,"10,500","1,931",3.63,4839.,35.5,46.1,93.6,0.0,613.3
2002,C,612,"10,300","1,941",3.48,5097.,34.9,34.5,78.4,76.7,641.5
2003,C,612,"10,280","1,941",3.48,5097.,33.4,32.7,78.2,71.4,648.3
1995,S,350,"8,032","1,501",2.49,1438.,21.5,14.0,0.0,65.0,661.5
2011,C,774,"11,900","2,011",3.98,8675.,46.7,31.9,0.0,86.5,637.8
2005,C,753,"12,060","2,068",3.89,7457.,47.0,42.5,0.0,0.0,632.5
2007,C,692,"10,690","2,096",3.59,5623.,32.3,36.0,85.9,0.0,633.7
1967,C,300,"8,280","1,260",2.19,1456.,15.8,10.5,32.1,0.0,749.2
1997,S,382,"7,480","1,644",2.38,1113.,21.8,12.2,0.0,56.8,654.4
2006,C,834,"12,270","2,378",3.88,8191.,54.1,40.0,0.0,143.6,579.2
1978,C,353,"7,800","1,471",2.76,2327.,15.5,18.1,41.1,0.0,767.4
2018,C,740,"11,300","2,016",3.76,6991.,43.6,33.6,102.0,108.5,614.6
2009,C,1031,"14,200","2,613",4.45,14503.,65.3,53.4,0.0,145.3,572.7
2007,C,645,"9,990","2,058",3.47,5175.,34.2,31.9,81.5,69.1,639.6
1998,C,615,"10,450","1,911",3.43,4953.,32.8,24.1,68.7,0.0,666.7
2005,C,674,"10,530","1,723",3.66,6663.,29.7,30.3,0.0,76.8,676.4
1996,R,551,"9,440","2,126",3.04,2136.,35.9,20.7,86.6,66.2,587.4
2003,C,933,"13,600","2,007",4.13,11632.,42.7,61.9,0.0,107.1,629.6
2004,C,956,"14,020","2,010",4.40,10647.,49.8,59.7,0.0,148.4,595.8
1984,R,510,"10,000","1,873",3.37,3675.,37.0,32.1,59.6,0.0,640.4
1986,C,527,"9,810","1,744",3.24,4515.,29.8,28.7,63.7,0.0,688.3
2016,S,403,"7,280","1,962",2.50,980.,23.8,14.7,0.0,59.2,624.1
2003,C,898,"13,370","1,956",3.97,10272.,62.7,43.0,124.3,123.9,578.8
1998,C,583,"9,850","1,929",3.22,3750.,26.5,30.5,61.9,0.0,663.5
1977,C,363,"7,560","1,524",2.97,1869.,13.0,19.1,38.8,0.0,769.4
2004,C,713,"11,160","2,082",3.59,6563.,40.3,44.8,89.8,89.0,616.1
1979,C,419,"8,600","1,694",2.90,3693.,17.2,28.6,56.5,49.2,730.8
1999,C,673,"10,950","2,112",3.71,6919.,39.7,39.7,76.5,85.2,642.2
2005,C,640,"10,600","2,173",3.25,4487.,42.8,33.0,92.2,0.0,602.6
2007,C,850,"12,350","2,495",3.65,6802.,54.6,46.6,130.5,0.0,565.1
2006,C,714,"11,100","2,070",3.63,6318.,45.0,43.2,92.9,80.3,609.6
2000,C,751,"12,100","2,627",3.78,6696.,51.1,55.4,109.9,0.0,576.5
2004,C,710,"11,120","2,352",3.59,6466.,41.2,42.1,92.7,0.0,613.7
2004,C,711,"11,160","2,354",3.59,6499.,37.7,43.5,94.7,72.2,617.2
2000,C,610,"10,260","1,865",3.25,4947.,34.4,31.8,70.8,61.4,650.2
2003,C,707,"11,160","2,346",3.59,6345.,40.9,43.8,93.0,0.0,611.6
2004,C,686,"11,200","1,945",3.80,6793.,33.0,37.6,79.4,75.6,659.4
2001,C,797,"11,995","2,112",3.79,7771.,49.4,34.1,0.0,0.0,643.1
2011,C,823,"12,200","2,195",3.88,7815.,58.6,40.2,132.1,115.0,568.9
2003,C,616,"10,340","1,946",3.48,5199.,34.0,26.8,59.2,0.0,660.3
1986,C,527,"9,810","1,742",3.24,4493.,31.7,30.3,62.8,0.0,681.8
1983,C,689,"12,130","1,830",3.02,5016.,39.8,33.9,0.0,0.0,636.8
2016,S,403,"7,290","1,962",2.50,980.,25.4,14.3,0.0,59.2,622.3
1998,C,583,"9,850","1,929",3.22,3750.,26.6,30.3,62.2,0.0,663.1
1994,C,611,"10,060","1,827",3.28,4640.,37.5,33.0,68.2,0.0,639.0
2000,C,615,"10,450","1,911",3.43,4953.,34.5,35.4,71.6,0.0,645.5
1986,C,664,"11,200","1,800",3.60,7382.,37.2,47.5,0.0,105.7,645.3
2003,C,616,"10,340","1,946",3.48,5199.,35.7,36.4,73.2,0.0,642.0
2003,C,687,"10,430","1,716",3.47,6234.,26.7,36.1,0.0,73.8,688.2
2003,C,857,"12,930","2,203",3.95,9011.,53.7,53.6,115.8,0.0,585.0
2001,C,644,"10,640","2,226",3.46,5677.,39.7,41.4,83.4,0.0,622.5
1995,S,350,"8,032","1,501",2.49,1438.,21.5,14.0,0.0,65.0,661.5
2007,C,881,"13,150","2,216",4.25,11624.,60.0,56.3,126.4,122.7,589.0
2010,C,672,"10,500","1,875",3.55,6363.,33.8,33.7,92.3,89.7,641.3
1974,C,483,"8,700","1,563",2.99,3790.,16.6,25.9,0.0,44.6,758.9
2004,C,707,"10,840","2,002",3.28,5769.,41.8,41.6,86.4,0.0,608.8
1981,C,529,"9,896","1,681",3.16,3902.,30.7,20.9,0.0,69.3,681.9
2004,C,687,"11,200","1,951",3.80,6875.,30.9,37.0,0.0,0.0,698.1
1967,C,333,"7,870","1,188",2.20,2165.,16.9,14.9,0.0,0.0,832.3
2006,C,945,"13,690","2,555",3.86,10125.,65.6,46.2,137.7,159.1,556.1
2015,S,425,"8,520","1,712",2.79,1318.,27.5,19.5,0.0,79.5,595.5
1995,C,625,"9,970","1,750",2.98,3984.,32.7,26.8,61.3,0.0,643.3
2001,C,641,"10,640","2,221",3.46,5570.,39.4,41.4,84.3,0.0,621.0
2003,C,543,"9,150","1,913",3.30,4376.,28.8,29.1,55.7,0.0,682.3
2001,C,804,"12,230","2,082",4.01,10697.,53.7,40.4,0.0,94.4,631.4
1999,C,714,"11,250","1,945",3.59,7388.,37.9,27.3,0.0,0.0,656.5
1997,C,526,"8,750","1,822",3.02,3645.,24.9,24.0,46.9,48.9,693.4
1996,C,775,"12,410","2,589",3.96,4925.,64.8,40.7,147.6,0.0,527.9
2009,C,647,"10,300","2,004",3.33,3625.,44.8,27.2,0.0,140.1,589.0
1998,C,581,"9,500","1,927",3.22,3713.,26.5,26.5,61.5,0.0,667.2
2012,S,498,"7,990","1,961",2.54,1564.,25.1,18.3,0.0,78.1,611.0
1976,C,370,"7,463","1,435",2.58,2240.,12.6,16.3,33.4,0.0,801.8
1982,C,366,"7,300","1,220",2.51,1859.,14.8,16.9,41.2,29.5,770.1
1983,C,468,"9,400","1,772",3.24,2990.,28.8,24.8,47.8,0.0,671.3
2013,C,747,"11,580","2,112",3.67,7052.,50.3,38.3,121.9,111.6,588.1
1999,C,1589,"18,590","4,480",5.23,9014.,158.8,89.8,0.0,305.7,394.7
1995,C,624,"9,990","1,748",2.98,3943.,31.1,27.9,61.1,68.9,639.1
2011,C,865,"12,990","2,211",4.24,10125.,48.3,40.4,0.0,119.3,605.7
1987,C,725,"12,500","2,110",3.82,8658.,43.6,41.5,0.0,150.2,610.5
2004,C,792,"12,190","2,095",3.76,7901.,51.7,41.4,106.7,87.1,597.0
2006,C,910,"12,990","2,028",4.39,11236.,58.9,62.9,0.0,0.0,616.2
1983,C,447,"7,970","1,540",2.74,2294.,18.5,18.1,49.9,0.0,740.4
1994,C,528,"10,040","1,577",3.22,4268.,30.0,31.9,61.7,0.0,673.9
2007,C,589,"9,630","1,784",3.30,5236.,27.5,19.9,0.0,63.0,698.8
2001,C,524,"9,140","1,841",3.04,2956.,29.7,17.4,0.0,90.3,643.8
1979,S,410,"7,970","1,493",2.74,1829.,21.2,21.4,43.1,0.0,703.2
2003,C,626,"10,300","1,954",3.48,5320.,32.7,35.4,77.7,0.0,648.6
1998,C,713,"11,250","1,943",3.59,7353.,41.2,48.0,93.8,84.9,624.5
2005,C,711,"10,790","2,020",3.28,5919.,47.6,42.3,87.0,0.0,606.2
2002,C,784,"11,990","1,959",4.04,8048.,50.3,49.5,0.0,110.9,598.7
1997,C,682,"11,120","1,947",3.49,6435.,38.2,37.4,73.1,72.7,642.4
2011,C,638,"9,800","1,746",3.24,4395.,35.7,24.9,72.8,70.2,646.9
2011,C,830,"12,200","2,202",3.88,8003.,56.0,41.5,129.4,122.2,574.9
2001,C,282,"5,510","1,124",2.05,525.,10.5,6.5,20.2,0.0,829.9
2018,C,1034,"13,600","2,334",4.49,14309.,60.7,52.4,0.0,161.2,576.1
2010,C,780,"11,990","2,031",3.95,8816.,38.5,29.9,0.0,86.6,650.2
1972,C,389,"7,620","1,417",2.48,2148.,12.4,16.5,0.0,39.1,786.9
1995,S,350,"8,032","1,501",2.49,1438.,21.5,14.0,0.0,65.0,661.5
2004,C,711,"11,330","2,354",3.59,6499.,40.0,41.5,90.7,0.0,616.1
1999,C,972,"14,260","2,050",4.45,13637.,42.9,65.0,0.0,0.0,640.3
1979,R,352,"7,927","1,358",2.84,1552.,21.3,18.8,48.8,0.0,684.2
1981,C,532,"9,870","1,687",3.16,3992.,29.9,25.5,55.7,0.0,681.0
1985,R,436,"9,190","1,708",3.18,2790.,31.2,26.3,0.0,63.2,668.0
2001,C,644,"10,640","2,226",3.46,5677.,39.2,41.4,84.8,79.5,622.7
2002,C,896,"13,440","2,298",4.23,9983.,57.5,58.6,136.4,0.0,573.9
2002,C,760,"11,860","2,057",3.84,8183.,49.1,49.7,100.3,0.0,605.2
2006,C,829,"13,070","2,741",3.85,7930.,66.5,45.3,0.0,190.8,540.0
1984,C,537,"9,990","1,786",2.99,2946.,37.9,12.6,0.0,0.0,675.1
2011,S,388,"7,500","1,962",2.48,1410.,26.2,14.5,0.0,58.0,637.0
2009,C,804,"11,980","2,095",3.99,8097.,42.6,36.0,0.0,112.0,600.1
2002,C,610,"10,350","1,745",3.41,5213.,32.9,23.9,0.0,81.8,660.8
1998,C,661,"11,000","2,248",3.47,5477.,40.5,40.4,78.4,0.0,629.9
2002,C,616,"10,300","1,946",3.48,5199.,30.1,32.5,78.3,0.0,656.4
1997,C,735,"11,990","2,411",3.77,7011.,46.9,50.5,102.6,95.5,592.5
2002,C,644,"10,640","2,226",3.46,5677.,39.4,40.2,83.5,0.0,623.0
1985,C,605,"11,000","1,866",3.31,5419.,33.2,35.3,78.6,0.0,657.4
2007,C,850,"12,350","2,495",3.65,6802.,54.6,46.6,130.5,0.0,565.1
1996,C,575,"10,000","1,538",3.36,3708.,28.8,21.7,0.0,58.9,675.7
2010,C,745,"10,990","1,681",3.91,8049.,40.0,27.8,0.0,92.8,648.7
1994,C,528,"10,040","1,577",3.22,4268.,30.6,20.7,63.7,57.2,679.7
2002,C,509,"9,450","1,712",3.20,4015.,27.1,28.2,0.0,53.8,687.4
1995,C,732,"11,500","1,939",3.75,7726.,40.7,44.3,91.8,92.5,627.6
1999,C,726,"11,110","2,014",3.37,5398.,41.3,31.1,106.1,78.3,608.7
2004,C,756,"11,380","2,191",3.69,6765.,39.3,43.9,99.0,0.0,616.1
1982,C,477,"9,500","1,749",3.30,4619.,29.3,29.5,60.5,0.0,698.6
1986,C,453,"8,070","1,471",2.81,2623.,13.7,22.2,0.0,0.0,793.4
1992,C,663,"11,370","2,095",3.66,5357.,39.5,52.0,101.6,0.0,601.9
2005,C,753,"11,250","2,016",3.75,7322.,44.6,28.7,0.0,87.6,615.2
1995,S,350,"8,032","1,501",2.49,1438.,21.5,14.0,0.0,65.0,661.5
2003,C,1057,"15,220","2,677",4.29,13126.,75.4,58.9,0.0,176.5,535.0
1981,C,408,"8,300","1,543",2.90,2902.,21.5,21.7,41.9,0.0,748.7
1988,C,703,"12,000","1,994",3.31,5055.,49.1,45.6,87.8,0.0,587.4
1986,C,633,"11,000","1,690",3.39,5253.,41.3,28.0,91.0,0.0,638.3
1995,S,350,"8,032","1,501",2.49,1438.,21.5,14.0,0.0,65.0,661.5
1996,R,525,"9,435","2,123",3.04,2111.,36.4,21.0,89.8,93.8,581.2
1992,S,375,"7,509","1,522",2.49,821.,22.3,12.1,0.0,56.2,624.9
1986,S,400,"7,780","1,831",2.50,1467.,21.6,17.4,44.5,0.0,668.8
1976,C,357,"8,550","1,188",2.01,2043.,18.6,19.9,43.7,0.0,747.5
2005,C,640,"10,600","2,173",3.25,4487.,42.8,33.0,92.2,0.0,602.6
2004,C,710,"13,570","1,984",4.09,12455.,49.1,39.0,0.0,132.3,637.4
2004,C,717,"10,840","2,024",3.28,6225.,41.6,42.6,77.1,0.0,619.8
1980,C,530,"10,100","1,743",3.26,4889.,28.6,29.9,70.4,0.0,692.6
1986,C,519,"9,960","1,897",3.41,4466.,31.4,34.5,78.5,59.1,658.0
1986,C,825,"13,000","2,064",3.40,7239.,57.5,49.5,114.8,0.0,575.9
1981,C,548,"9,870","1,718",3.16,4439.,30.2,21.0,61.4,55.8,686.4
1971,C,548,"9,870","1,718",3.16,4439.,30.1,21.4,62.0,0.0,693.1
1994,C,611,"10,060","1,827",3.28,4640.,37.2,34.6,68.7,0.0,637.1
1918,C,518,"12,410","1,575",2.24,5673.,45.1,27.1,0.0,0.0,696.9
2009,C,692,"10,500","2,125",3.54,5239.,37.4,31.4,0.0,93.3,613.0
2010,C,907,"13,520","1,804",4.39,10878.,60.3,75.5,0.0,134.1,580.0
2009,C,778,"11,470","2,112",4.18,6636.,40.1,43.5,0.0,122.7,592.2
2010,C,805,"11,990","2,097",3.99,8140.,46.0,35.6,112.4,0.0,615.1
2003,C,616,"10,280","1,946",3.48,5199.,35.5,36.0,76.5,82.8,638.5
2005,C,734,"11,290","2,043",3.58,6671.,43.6,30.2,0.0,78.9,627.3
2009,C,705,"11,000","2,216",3.27,4429.,37.9,34.1,0.0,130.5,577.5
2013,C,2113,"23,170","2,995",6.08,45349.,172.6,151.9,0.0,494.0,456.6
2011,C,906,"13,300","2,691",4.05,9496.,61.9,47.5,133.7,0.0,543.8
2003,C,759,"11,360","2,196",3.69,6877.,42.0,50.5,97.7,0.0,607.8
2004,C,795,"12,190","2,100",3.76,8031.,50.5,48.3,106.7,0.0,593.8
2009,C,643,"10,650","2,201",3.64,5617.,41.1,31.1,104.8,0.0,621.3
2008,C,672,"10,550","1,875",3.55,6363.,36.1,39.1,0.0,90.0,642.1
2009,C,170,"10,670","2,201",3.64,5617.,36.7,28.1,91.1,0.0,644.2
1988,C,729,"12,220","2,039",3.25,5510.,39.4,47.5,98.9,0.0,590.2
2012,C,785,"11,950","2,314",3.88,6956.,51.8,38.8,0.0,140.6,562.0
1995,S,350,"8,032","1,501",2.49,1438.,21.5,14.0,0.0,65.0,661.5
2001,C,759,"12,060","2,076",3.89,7630.,48.6,47.0,97.5,0.0,601.7
2006,C,616,"10,250","1,786",3.48,5380.,28.0,29.0,0.0,0.0,720.1
1979,S,368,"8,500","1,394",2.97,1502.,24.3,19.0,40.1,0.0,659.6
2018,C,1146,"14,980","2,752",4.81,13616.,71.0,69.8,0.0,192.7,527.7
1986,C,778,"13,200","2,442",4.20,10080.,45.1,65.8,145.3,0.0,594.0
1980,C,621,"12,100","2,011",3.29,9000.,36.7,61.1,129.8,0.0,630.0
2004,C,711,"10,840","2,020",3.28,5919.,39.7,36.6,86.3,0.0,619.3
2001,C,587,"9,900","1,558",3.35,4855.,24.7,25.0,0.0,0.0,742.3
2013,C,743,"11,290","2,193",3.76,7075.,46.2,34.9,0.0,104.9,609.7
2004,C,874,"12,830","1,676",3.98,9800.,54.4,35.1,0.0,0.0,647.1
2004,C,170,"12,190","2,373",3.76,7460.,51.2,38.0,106.2,105.4,608.0
2002,C,916,"14,750","2,101",4.49,11655.,54.0,60.8,0.0,129.1,597.9
2004,C,782,"11,930","1,879",3.97,8474.,37.7,46.0,0.0,0.0,669.8
2007,C,869,"12,540","2,101",4.11,8594.,43.1,38.3,110.7,0.0,615.3
2008,C,803,"12,240","2,496",3.90,8145.,55.7,42.1,134.5,0.0,579.0
1968,C,427,"8,640","1,698",2.86,3200.,19.3,25.5,52.0,0.0,729.6
2003,C,821,"12,560","2,171",3.76,7856.,48.5,48.5,106.0,0.0,594.3
1981,C,434,"8,300","1,616",2.89,3405.,22.6,21.8,39.4,0.0,752.5
1993,C,831,"11,990","1,831",3.99,9773.,48.3,48.1,108.8,96.9,620.5
1978,S,404,"7,770","1,437",2.52,1851.,19.2,14.8,42.8,0.0,724.9
2014,C,936,"13,550","1,833",4.39,11733.,58.2,46.4,0.0,151.8,579.5
1978,S,404,"7,800","1,437",2.52,1851.,19.2,14.8,42.8,0.0,725.0
1998,C,615,"10,450","1,911",3.43,4953.,33.2,34.7,78.1,0.0,649.0
2004,C,967,"14,200","2,578",4.46,12739.,69.2,49.5,0.0,179.3,546.9
2004,C,884,"12,830","1,859",3.98,10209.,41.6,52.0,0.0,99.3,621.8
2001,C,739,"12,120","2,381",3.53,6889.,57.7,40.0,131.0,0.0,574.6
2004,C,773,"12,190","2,373",3.76,7460.,53.2,36.3,105.6,108.9,594.8
1981,C,507,"9,990","1,892",3.35,3896.,35.7,30.0,58.5,0.0,654.0
1987,C,687,"11,650","1,929",3.46,6442.,41.7,37.1,90.3,0.0,633.1
2007,C,816,"12,570","2,100",4.17,8823.,39.8,46.9,0.0,105.2,623.9
2006,C,674,"10,530","1,723",3.66,6663.,30.0,31.2,0.0,0.0,724.7
1989,C,611,"10,980","1,865",3.52,5568.,44.6,39.3,76.9,0.0,638.2
1978,C,354,"7,800","1,479",2.76,2401.,14.6,19.8,39.7,0.0,765.8
1986,C,410,"8,300","1,550",2.90,2981.,21.9,20.4,39.5,41.8,748.9
1984,C,457,"8,700","1,640",3.01,3425.,17.2,24.4,0.0,0.0,821.6
1976,C,462,"9,400","1,724",3.06,3966.,17.2,25.9,62.7,0.0,742.0
1990,C,872,"14,200","2,485",4.20,10913.,60.3,57.7,142.9,0.0,585.3
2001,C,680,"10,960","1,563",3.61,5691.,31.8,34.2,80.4,0.0,650.7
2004,C,733,"11,360","1,765",3.94,7056.,33.7,47.2,90.5,87.1,637.1
2008,C,632,"10,450","1,902",3.60,5808.,29.3,29.6,0.0,58.1,687.0
2004,C,871,"13,090","2,110",3.97,8831.,33.4,51.5,0.0,109.3,628.9
2013,C,2113,"23,170","2,995",6.08,45349.,172.6,151.9,0.0,494.0,456.6
2009,R,670,"10,600","2,344",3.54,5001.,39.2,31.6,0.0,109.3,597.5
2004,C,864,"12,830","1,993",3.97,10063.,43.5,50.4,111.7,0.0,624.3
1997,R,787,"12,500","2,599",3.93,6022.,67.4,56.5,110.6,0.0,542.5
1980,C,562,"10,300","1,657",3.00,5115.,29.8,35.9,70.9,0.0,717.8
1981,C,545,"9,870","1,712",3.16,4345.,30.1,21.4,62.4,0.0,688.7
1997,C,731,"11,990","2,405",3.77,6891.,51.2,32.5,102.1,0.0,598.2
1983,C,465,"9,400","1,765",3.24,2910.,29.6,24.6,47.4,0.0,667.6
1985,C,444,"8,950","1,712",2.83,3657.,26.1,18.5,0.0,0.0,751.9
1990,C,958,"15,590","2,405",4.49,13660.,68.7,80.8,181.5,181.5,557.0
2001,C,807,"11,990","2,185",3.79,7872.,42.4,52.2,100.8,0.0,609.0
1998,C,612,"10,450","1,906",3.43,4860.,33.6,33.7,77.5,0.0,648.0
2007,C,846,"12,280","2,118",3.88,8530.,50.4,52.3,122.5,113.8,580.2
1992,S,375,"7,509","1,522",2.49,821.,22.3,12.1,0.0,56.2,624.9
2013,R,534,"8,960","1,957",2.85,2338.,27.1,20.6,0.0,95.2,617.5
1970,S,340,"7,070","1,305",2.05,911.,14.2,14.0,30.1,0.0,721.6
2007,C,878,"13,300","2,210",4.25,11457.,62.5,44.2,0.0,120.3,595.3
2009,C,546,"9,550","1,957",3.27,3254.,30.2,23.6,76.0,66.0,628.5
2001,C,678,"10,960","1,558",3.61,5595.,29.4,35.0,0.0,0.0,688.6
1986,S,400,"7,780","1,831",2.50,1467.,21.6,17.4,44.5,0.0,668.8
2001,C,641,"10,660","2,221",3.46,5570.,40.2,41.1,84.4,0.0,620.4
2005,C,818,"12,460","2,166",3.76,7727.,52.5,48.9,105.5,0.0,588.6
1997,C,731,"11,990","2,405",3.77,6891.,48.8,52.9,102.6,0.0,589.0
2005,C,752,"11,870","1,791",3.93,7788.,39.2,38.8,0.0,91.0,636.4
1982,C,477,"9,500","1,748",3.30,4607.,30.3,27.1,64.2,0.0,697.1
2008,C,550,"9,550","1,964",3.27,3343.,30.1,23.9,0.0,91.7,622.6
2002,C,784,"11,990","1,959",4.04,8048.,51.2,38.7,0.0,129.4,595.8
2005,C,746,"11,820","1,784",3.93,7610.,38.4,38.5,0.0,89.6,643.4
1998,C,583,"9,850","1,929",3.22,3750.,24.9,26.8,61.5,0.0,672.3
2011,C,888,"12,400","2,418",3.91,8952.,53.9,41.2,142.9,126.5,587.1
2011,C,956,"13,670","2,193",4.49,10809.,48.3,45.3,0.0,0.0,646.5
2015,C,613,"9,970","1,840",3.43,5422.,29.1,25.2,0.0,72.2,685.4
2013,C,752,"11,300","2,012",3.76,7544.,42.6,33.5,108.6,108.2,621.7
2016,C,897,"12,990","2,185",4.24,9738.,50.0,40.8,0.0,0.0,606.3
2004,C,689,"11,200","1,950",3.80,6912.,32.1,36.5,0.0,74.9,658.0
2001,C,644,"10,640","2,226",3.46,5677.,40.6,42.3,82.5,0.0,620.9
2003,C,616,"10,340","1,946",3.48,5199.,32.7,32.4,70.0,0.0,654.6
2002,C,616,"10,280","1,946",3.48,5199.,32.5,30.8,77.6,0.0,654.5
2005,C,782,"11,930","1,877",3.97,8433.,41.1,47.3,99.3,0.0,631.5
2004,C,689,"11,200","1,950",3.80,6912.,34.7,34.4,81.8,70.3,660.2
2003,S,317,"6,500","1,582",2.95,781.,27.7,12.0,0.0,82.2,609.6
1996,C,575,"10,000","1,538",3.36,3708.,28.9,36.2,66.3,0.0,672.7
2005,C,640,"10,600","2,173",3.25,4487.,42.8,33.0,92.2,0.0,602.6
1983,C,508,"9,500","1,647",3.14,4851.,30.2,25.3,60.5,0.0,725.1
1991,R,350,"10,300","1,708",2.53,1669.,29.4,14.0,74.3,0.0,600.0
2012,S,498,"7,990","1,961",2.54,1564.,24.5,36.5,0.0,76.2,611.4
2009,S,543,"9,140","2,472",3.01,1451.,39.7,25.4,0.0,117.9,505.0
1979,C,595,"10,800","1,847",3.63,6099.,28.5,43.2,102.4,0.0,658.8
1985,C,473,"8,880","1,540",2.65,2741.,22.8,22.3,47.8,0.0,703.9
1997,C,693,"10,686","1,988",3.52,7027.,33.4,36.6,0.0,0.0,691.0
1978,S,404,"7,770","1,437",2.52,1851.,19.2,14.8,42.8,0.0,724.9
1981,C,410,"8,300","1,550",2.90,2981.,22.9,20.3,35.3,0.0,762.2
2015,S,425,"8,520","1,712",2.79,1318.,27.5,19.5,0.0,79.5,595.5
2002,C,899,"13,350","2,303",4.23,10135.,57.7,64.6,127.6,155.3,567.9
1998,C,574,"9,850","1,929",3.22,3663.,26.5,20.7,61.6,0.0,674.4
2005,C,803,"13,100","2,483",3.95,10259.,59.7,54.8,129.6,149.7,588.7
2007,C,645,"9,990","2,058",3.47,5175.,34.9,27.3,82.0,0.0,643.4
2006,R,880,"12,780","2,601",3.91,4174.,62.5,44.8,0.0,192.4,497.5
2007,C,700,"10,360","1,916",3.38,5598.,40.9,27.7,83.0,0.0,635.7
2009,C,970,"13,990","1,813",4.34,10859.,50.1,66.8,0.0,0.0,613.7
2009,C,668,"10,600","2,346",3.54,5026.,37.7,31.7,0.0,109.1,599.9
2010,C,532,"9,550","1,834",3.30,4605.,31.5,22.0,77.1,80.5,675.8
1982,C,755,"12,520","2,053",2.72,7157.,44.2,45.0,110.7,0.0,612.9
1986,C,527,"9,810","1,742",3.24,4493.,29.4,30.0,64.2,0.0,687.9
1994,C,799,"13,000","2,073",3.71,7289.,46.0,55.7,108.9,0.0,585.7
1920,C,654,"13,700","1,592",2.45,7609.,56.5,37.5,78.6,0.0,615.7
1986,C,528,"10,110","1,774",3.41,4391.,27.2,27.7,67.1,0.0,694.1
1979,S,404,"7,798","1,437",2.52,1851.,19.2,14.8,42.8,0.0,725.0
2009,C,270,"5,550","1,500",2.38,500.,15.3,8.6,0.0,32.6,715.2
1981,C,571,"10,550","1,912",3.22,5342.,35.4,22.4,63.9,65.6,684.5
1982,C,477,"9,500","1,748",3.30,4607.,30.9,28.3,61.1,55.7,695.0
2004,C,760,"11,360","2,196",3.69,6884.,41.7,49.9,98.4,0.0,609.4
1998,C,878,"13,500","2,326",4.16,10386.,50.6,75.1,145.2,0.0,575.3
2004,C,711,"10,790","2,020",3.28,5919.,42.0,44.3,86.6,0.0,610.9
1983,C,524,"9,400","1,563",3.00,3593.,28.0,21.0,0.0,0.0,730.9
1983,C,524,"9,400","1,563",3.00,3593.,27.5,17.1,62.7,0.0,705.6
2006,C,738,"11,350","1,982",3.75,6551.,40.9,39.0,0.0,0.0,655.5
2007,C,737,"11,520","2,013",3.90,7560.,36.1,39.6,86.2,0.0,645.2
2008,C,534,"9,550","1,838",3.30,4670.,28.8,20.8,0.0,0.0,733.2
2007,C,776,"11,340","2,307",3.63,7381.,45.5,29.4,0.0,103.9,616.1
1984,R,258,"6,820","1,434",2.50,958.,16.6,12.6,25.2,0.0,749.0
1985,C,625,"10,961","1,847",3.04,4650.,33.3,34.6,74.1,0.0,637.2
1987,R,626,"12,070","2,140",3.90,5830.,54.4,44.5,87.6,85.2,610.2
1995,C,672,"10,970","2,265",3.41,4812.,37.7,47.5,95.8,0.0,591.5
